# VERSION = 1 
# TYPE = 1 
# SEPARATOR = 32 
# DIM = 2 
# SAMPLE_TIME = 0.0333 
# NDATA = 300 
# NAME0 = Actual Position of Axis  AXIS:1 
# NAME1 = Commanded Position of Axis  AXIS:1 
# 
# END_HEADER 
45.000000 45.000000 
45.000000 45.000000 
45.061800 45.070300 
45.235500 45.236800 
45.401000 45.403300 
45.566000 45.569800 
45.732000 45.736300 
45.898500 45.902800 
46.065000 46.069300 
46.231500 46.235800 
46.398500 46.402300 
46.565300 46.568800 
46.732300 46.735300 
46.898800 46.901800 
47.065500 47.068300 
47.232000 47.234800 
47.399000 47.401300 
47.565300 47.567800 
47.732000 47.734300 
47.899000 47.900800 
48.065500 48.067300 
48.232000 48.233800 
48.398800 48.400300 
48.565000 48.566800 
48.731800 48.733300 
48.898500 48.899800 
49.065000 49.066300 
49.231500 49.232800 
49.398300 49.399300 
49.564500 49.565800 
49.731500 49.732300 
49.898000 49.898800 
50.064500 50.065300 
50.231000 50.231800 
50.397500 50.398300 
50.564000 50.564800 
50.730800 50.731300 
50.897300 50.897800 
51.063500 51.064300 
51.230300 51.230800 
51.397000 51.397300 
51.563300 51.563800 
51.730000 51.730300 
51.896500 51.896800 
52.063300 52.063300 
52.229500 52.229800 
52.396300 52.396300 
52.562300 52.562800 
52.729000 52.729300 
52.895500 52.895800 
53.062000 53.062300 
53.228800 53.228800 
53.395500 53.395300 
53.561500 53.561800 
53.728000 53.728300 
53.894500 53.894800 
54.061300 54.061300 
54.227800 54.227800 
54.394300 54.394300 
54.560500 54.560800 
54.727300 54.727300 
54.893800 54.893800 
55.013500 55.000000 
55.006500 55.000000 
55.006000 55.000000 
55.006000 55.000000 
55.006000 55.000000 
55.005800 55.000000 
55.005800 55.000000 
55.005300 55.000000 
55.005000 55.000000 
55.004800 55.000000 
55.004500 55.000000 
55.004300 55.000000 
55.004000 55.000000 
55.003500 55.000000 
55.003500 55.000000 
55.003300 55.000000 
55.003000 55.000000 
55.002800 55.000000 
55.002500 55.000000 
55.002500 55.000000 
55.002300 55.000000 
55.002000 55.000000 
55.002000 55.000000 
55.001800 55.000000 
55.001800 55.000000 
55.001500 55.000000 
55.001500 55.000000 
55.001300 55.000000 
55.001300 55.000000 
55.001300 55.000000 
55.001300 55.000000 
55.001000 55.000000 
55.001000 55.000000 
55.001000 55.000000 
55.001000 55.000000 
55.000800 55.000000 
55.000800 55.000000 
55.000800 55.000000 
55.000500 55.000000 
55.000500 55.000000 
55.000500 55.000000 
55.000500 55.000000 
55.000500 55.000000 
55.000500 55.000000 
55.000500 55.000000 
55.000500 55.000000 
55.000300 55.000000 
55.000300 55.000000 
55.000300 55.000000 
55.000300 55.000000 
55.000300 55.000000 
55.000300 55.000000 
55.000300 55.000000 
55.000300 55.000000 
55.000300 55.000000 
55.000300 55.000000 
55.000300 55.000000 
55.000300 55.000000 
55.000300 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
55.000000 55.000000 
